Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
James Stanton Hall,M,25.0,,,India,IND,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,
James Stanton Hall,M,25.0,,,India,IND,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,
"Olof Hjalmar ""Olle"" Hallberg",M,24.0,189.0,73.0,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Long Jump,
Jn Halldrsson,M,22.0,,,Iceland,ISL,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,
"Donald George ""Don"" Halliday",M,25.0,174.0,65.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
"Donald George ""Don"" Halliday",M,25.0,174.0,65.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
Cyril Arthur Halligan,M,21.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
Reijo Edvard Halme,M,25.0,168.0,62.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
Reijo Edvard Halme,M,25.0,168.0,62.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,
Wyndham Halswelle,M,23.0,,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,
Wyndham Halswelle,M,23.0,,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 400 metres,Silver
Wyndham Halswelle,M,25.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres,Gold
Ahmed Hamada Jassim,M,22.0,183.0,70.0,Bahrain,BRN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,
Ahmed Hamada Jassim,M,26.0,183.0,70.0,Bahrain,BRN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,
Helmut Hamann,M,23.0,175.0,62.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
"John Henry ""Jack"" Hambidge",M,20.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,
Moreldin Mohamed Hamdi,M,,172.0,76.0,Sudan,SUD,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,
Jean Hamilius,M,25.0,,,Luxembourg,LUX,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,
Jean Hamilius,M,25.0,,,Luxembourg,LUX,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,
"William Franklin ""Frank"" Hamilton",M,24.0,176.0,70.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,
"William Franklin ""Frank"" Hamilton",M,24.0,176.0,70.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 200 metres,
"Edward Barton ""Ed"" Hamm",M,22.0,179.0,70.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Long Jump,Gold
Le Roux Hamman,M,24.0,185.0,70.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
"Frdric ""Fred"" Hammer",M,22.0,178.0,67.0,Luxembourg,LUX,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,
"Frdric ""Fred"" Hammer",M,22.0,178.0,67.0,Luxembourg,LUX,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,
"Frdric ""Fred"" Hammer",M,22.0,178.0,67.0,Luxembourg,LUX,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,
"Frdric ""Fred"" Hammer",M,26.0,178.0,67.0,Luxembourg,LUX,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,
"Frdric ""Fred"" Hammer",M,26.0,178.0,67.0,Luxembourg,LUX,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Long Jump,
Paul Hammer,M,19.0,,,Luxembourg,LUX,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,
Paul Hammer,M,19.0,,,Luxembourg,LUX,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,
Paul Hammer,M,19.0,,,Luxembourg,LUX,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,
Paul Hammer,M,19.0,,,Luxembourg,LUX,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,
Paul Hammer,M,23.0,,,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
Paul Hammer,M,23.0,,,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,
Paul Hammer,M,23.0,,,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,
Paul Hammer,M,23.0,,,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Long Jump,
"Thomas ""Tommy"" Hampson",M,24.0,184.0,69.0,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Curt Hampstead,M,26.0,186.0,73.0,Guyana,GUY,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,
"Millard Frank Hampton, Jr.",M,20.0,180.0,75.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,Silver
"Millard Frank Hampton, Jr.",M,20.0,180.0,75.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Mazlan Hamzah,M,27.0,,,Malaysia,MAS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,
Kassem Hamz,M,22.0,166.0,62.0,Lebanon,LIB,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,
Mark Ian Handelsman,M,23.0,183.0,70.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
Lindsay Hanekom,M,23.0,178.0,66.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
Mohamed Hanim,M,22.0,163.0,56.0,Maldives,MDV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
John Austin Thomas Hanlon,M,22.0,187.0,74.0,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,
"Donald ""Don"" Hanly",M,22.0,185.0,71.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,
"Donald ""Don"" Hanly",M,22.0,185.0,71.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,
"Stephen ""Steve"" Hanna",M,26.0,180.0,68.0,Bahamas,BAH,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,
"Stephen ""Steve"" Hanna",M,30.0,180.0,68.0,Bahamas,BAH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,
Mamadou Kasse Hanne,M,25.0,189.0,79.0,Senegal,SEN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,
Mamadou Kasse Hanne,M,29.0,189.0,79.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
Paul Hnni,M,21.0,183.0,75.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,
Paul Hnni,M,21.0,183.0,75.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 200 metres,
Paul Hnni,M,21.0,183.0,75.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,
"Alejandro ""Alex"" Hannig Ulriksen",M,30.0,,,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,
"Alejandro ""Alex"" Hannig Ulriksen",M,30.0,,,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,
Haralds Hns,M,19.0,,,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,
Jens Oluf Smedegaard Hansen,M,23.0,182.0,65.0,Denmark,DEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,
Sverre Hilmar Hansen,M,24.0,174.0,66.0,Norway,NOR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Long Jump,Bronze
Franz Happernagl,M,22.0,168.0,62.0,Germany,GER,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,
Masao Harada,M,23.0,177.0,60.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Long Jump,
Hrur Haraldsson,M,22.0,,,Iceland,ISL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,
Hrur Haraldsson,M,22.0,,,Iceland,ISL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,
Hrur Haraldsson,M,22.0,,,Iceland,ISL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,
"Rudolf Waldemar ""Rudi"" Harbig",M,22.0,174.0,62.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
"Timothy M. ""Tim"" Harden",M,22.0,178.0,77.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
"William Foster ""Billy"" Hardin",M,22.0,185.0,77.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,
Glenn Foster Hardin,M,22.0,188.0,75.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,Silver
Glenn Foster Hardin,M,26.0,188.0,75.0,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres Hurdles,Gold
"Richard Revell ""Dick"" Harding",M,22.0,,,Canada,CAN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,
"Richard Revell ""Dick"" Harding",M,22.0,,,Canada,CAN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
Oskar Hardmeier,M,22.0,168.0,62.0,Switzerland,SUI,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres,
Oskar Hardmeier,M,22.0,168.0,62.0,Switzerland,SUI,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,
Richard Hardware,M,21.0,183.0,77.0,Jamaica,JAM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,
Frederick William Harmer,M,23.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,
Henry Sutton Harmer,M,24.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,
Harmon Harmon,M,24.0,176.0,68.0,Cook Islands,COK,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,
Paul Anthony Harmsworth,M,24.0,171.0,67.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
"Arthur Harold ""Art"" Harnden",M,24.0,176.0,73.0,United States,USA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Iain Harnden,M,23.0,190.0,85.0,Zimbabwe,ZIM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,
"Kenneth ""Ken"" Harnden",M,23.0,196.0,89.0,Zimbabwe,ZIM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,
"Kenneth ""Ken"" Harnden",M,23.0,196.0,89.0,Zimbabwe,ZIM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
"Kenneth ""Ken"" Harnden",M,27.0,196.0,89.0,Zimbabwe,ZIM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,
"Kenneth ""Ken"" Harnden",M,27.0,196.0,89.0,Zimbabwe,ZIM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Lauri Jaakoppi Hr,M,24.0,168.0,64.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
Lauri Jaakoppi Hr,M,24.0,168.0,64.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,
Lauri Jaakoppi Hr,M,24.0,168.0,64.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,
Abdalelah Haroun Hassan,M,19.0,185.0,80.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,
Jacey Harper,M,20.0,180.0,77.0,Trinidad and Tobago,TTO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
"Roland St. George Tristram ""Roly"" Harper",M,25.0,,,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,
"Anthony ""Tony"" Harper",M,29.0,188.0,66.0,Bermuda,BER,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,
"Philip James Charles ""Phil"" Harries",M,22.0,183.0,88.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,
Adam Scott Harris,M,21.0,,,Guyana,GUY,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
"Daniel Lee ""Danny"" Harris",M,18.0,183.0,77.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,Silver
"Otis Harris, Jr.",M,22.0,185.0,83.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,Silver
"Otis Harris, Jr.",M,22.0,185.0,83.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Tremaine Ryan Alexander Harris,M,20.0,181.0,81.0,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
Alvin Leonardo Harrison,M,22.0,188.0,80.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
Alvin Leonardo Harrison,M,22.0,188.0,80.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Alvin Leonardo Harrison,M,26.0,188.0,80.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,Silver
Alvin Leonardo Harrison,M,26.0,188.0,80.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Calvin R. Harrison,M,26.0,186.0,75.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Eric George William Warde Harrison,M,31.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,
Andrew Harry,M,28.0,204.0,67.0,Guyana,GUY,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
"Edward James ""Eddie"" Hart",M,23.0,178.0,69.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
"Edward James ""Eddie"" Hart",M,23.0,178.0,69.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Shavez Hart,M,23.0,,,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
Shavez Hart,M,23.0,,,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
"Michael ""Mike"" Hartfield",M,26.0,191.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Long Jump,
"Alexander ""Alex"" Hartmann",M,23.0,198.0,91.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
Tommi Mikael Hartonen,M,23.0,189.0,85.0,Finland,FIN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,
Tommi Mikael Hartonen,M,23.0,189.0,85.0,Finland,FIN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
Jak Ali (Jacques Montgomery-) Harvey,M,27.0,183.0,73.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
Jak Ali (Jacques Montgomery-) Harvey,M,27.0,183.0,73.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
Jak Ali (Jacques Montgomery-) Harvey,M,27.0,183.0,73.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
Armin Hary,M,23.0,182.0,71.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,Gold
Armin Hary,M,23.0,182.0,71.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Kristjn Hararson,M,20.0,187.0,75.0,Iceland,ISL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,
Rauf Mahmoud Hasaas,M,,,,Turkey,TUR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
Mohamed Mehdi Hasan,M,20.0,167.0,60.0,Bangladesh,BAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
Mohamed Mehdi Hasan,M,20.0,167.0,60.0,Bangladesh,BAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
Eduard Haek,M,26.0,,,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,
Gilbert Hashan,M,26.0,175.0,70.0,Mauritius,MRI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,
Gilbert Hashan,M,26.0,175.0,70.0,Mauritius,MRI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Sajjad Hashemi Ahangari,M,20.0,178.0,69.0,Iran,IRI,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,
Ibrahim Mohamed Hassan,M,25.0,185.0,76.0,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
Khaled Abdullah Salim Hassan,M,26.0,155.0,75.0,Bahrain,BRN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,
Issaka Hassane,M,25.0,190.0,78.0,Chad,CHA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
L. Hasso,M,,,,Iraq,IRQ,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres,
"Gregory ""Greg"" Haughton",M,22.0,185.0,79.0,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
"Gregory ""Greg"" Haughton",M,26.0,185.0,79.0,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,Bronze
"Gregory ""Greg"" Haughton",M,26.0,185.0,79.0,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Norbert Pierre Haupert,M,20.0,188.0,68.0,Luxembourg,LUX,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
Ivan Zanoni Hausen,M,20.0,,,Brazil,BRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,
Ivan Zanoni Hausen,M,20.0,,,Brazil,BRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 200 metres,
Ivan Zanoni Hausen,M,20.0,,,Brazil,BRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
George Albert Hawkins,M,24.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 200 metres,
Martin William Hawkins (Hakansson-),M,24.0,175.0,68.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 110 metres Hurdles,Bronze
Tranel W. Hawkins,M,21.0,196.0,80.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,
Hirotada Hayase,M,19.0,174.0,67.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 200 metres,
Hirotada Hayase,M,19.0,174.0,67.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,
Hirotada Hayase,M,19.0,174.0,67.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,
Hirotada Hayase,M,24.0,174.0,67.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,
Hirotada Hayase,M,24.0,174.0,67.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,
"Robert Lee ""Bob"" Hayes",M,21.0,183.0,86.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,Gold
"Robert Lee ""Bob"" Hayes",M,21.0,183.0,86.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Akeem Haynes,M,24.0,170.0,73.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
Akeem Haynes,M,24.0,170.0,73.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Bertram Eric Haynes,M,28.0,190.0,88.0,Saint Kitts and Nevis,SKN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
Michael Gary Hazel,M,23.0,190.0,78.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Ahmad Hazer,M,22.0,188.0,80.0,Lebanon,LIB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
Ahmad Hazer,M,26.0,188.0,80.0,Lebanon,LIB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,
"Lynsworth W. ""Lynn"" Headley",M,21.0,185.0,75.0,Jamaica,JAM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,
"Lynsworth W. ""Lynn"" Headley",M,21.0,185.0,75.0,Jamaica,JAM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,
Alfred Hearn Healey,M,26.0,,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,
Alfred Hearn Healey,M,26.0,,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Silver
Alfred Hearn Healey,M,28.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
"Joseph F. ""Joe"" Healey",M,22.0,174.0,72.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,
John Crocker Heap,M,20.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
Floyd Wayne Heard,M,34.0,178.0,71.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
Gordon Teokotai Heather,M,18.0,,,Cook Islands,COK,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,
Adem Hecini,M,24.0,175.0,66.0,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Adem Hecini,M,28.0,175.0,66.0,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
Amar Hecini,M,24.0,175.0,70.0,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
"Frederick J. ""Fred"" Heckwolf",M,25.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,
Lars Evert Patrik Hedner,M,29.0,188.0,78.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
Lars Evert Patrik Hedner,M,29.0,188.0,78.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
Fritz Werner Heer,M,29.0,175.0,70.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
Raymond Alfred Heerenveen,M,27.0,176.0,62.0,Netherlands Antilles,AHO,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,
Albert Eduard Heijnneman,M,23.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,
Albert Eduard Heijnneman,M,23.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,
Albert Eduard Heijnneman,M,23.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,
"Harold William ""Hal"" Heiland",M,22.0,180.0,70.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,
"Harold William ""Hal"" Heiland",M,22.0,180.0,70.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,
Claude Heim,M,23.0,181.0,80.0,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Long Jump,
Andreas Hein,M,23.0,184.0,70.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Josef Heinen,M,23.0,166.0,58.0,Germany,GER,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,
Fabian Heinle,M,22.0,187.0,72.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Long Jump,
Albert Heis,M,24.0,172.0,75.0,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
Albert Heis,M,24.0,172.0,75.0,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,
"Martinus Theodorus ""Maarten"" Heisen",M,24.0,179.0,74.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,
